FeedbackID,Date,ServiceType,ServiceProvider,CustomerName,CustomerContact,FeedbackText,Rating
2723,2022-03-19,Pay TV,Airtel,Daniel Bradford,2347023165438,Your play reach wide hit part miss.,1
7146,2022-07-11,Pay TV,Etisalat,Ann Henry,23490284325248,Wonder wall issue heavy according range.,3
8676,2023-09-13,Telecom,MTN,Debra Singh,23480970915112,Study wind either human memory because available.,4
7451,2022-05-22,Pay TV,MTN,Carrie Hopkins,23481624038401,National reach why happen option future.,4
6238,2023-05-17,Pay TV,MTN,David Prince,23481660337063,Day might large stay former fight determine.,3
2982,2021-12-16,Telecom,Airtel,William Jones,23481261870386,Develop some pick senior performance stand.,4
8486,2023-07-09,Telecom,Airtel,Roberta Chen,2348031074685,Only blue company artist environmental drive.,2
7255,2023-01-31,Telecom,MTN,Jennifer Keller,23480461327001,Other personal cover claim theory dog toward language.,5
6034,2023-03-31,Telecom,Etisalat,Tiffany Hart,23470547718737,Behind value field all probably.,4
3741,2022-07-09,Pay TV,MTN,Kevin Turner,23480708973745,Cup old let performance back.,4
3520,2023-05-02,Pay TV,Etisalat,Morgan Brady,23480493669827,Professor both number health name avoid.,3
489,2022-07-16,Pay TV,Glo,Kristen Alexander,23481691507421,Dog positive Mrs Mrs seek.,5
1406,2021-10-25,Telecom,Airtel,Mary Romero,23480269923778,Trade early open alone these cost medical environmental.,1
3042,2022-04-02,Pay TV,Airtel,Caleb Wood,2349062276435,Movement enter summer ask.,1
58,2022-06-07,Telecom,Glo,Megan Singh,23490390044236,Cold develop compare indeed able.,3
8793,2021-09-28,Telecom,MTN,Jessica Clark,23470566108193,Everything visit phone everybody where prepare understand.,1
253,2023-03-17,Telecom,MTN,James Rivera,23480568159198,Idea pay teach suddenly go phone recognize.,1
7306,2021-10-08,Pay TV,Airtel,Edward Koch,23481366285618,Really teach material card.,5
9243,2022-09-15,Pay TV,Airtel,Wanda Rodriguez,23490259213347,Far success think feeling black small.,1
837,2021-11-15,Telecom,Glo,Erin Miller,23470921881285,Forward share north catch.,3
306,2022-01-17,Pay TV,Glo,Kimberly Morgan,23490743320265,Campaign happen agent network raise.,1
9202,2023-09-20,Pay TV,MTN,Dylan Martin,23490650352662,Assume mission pretty garden.,5
9138,2023-08-12,Telecom,Glo,Jose Black,23470535134563,What student beyond middle college enter role.,5
5191,2023-08-02,Telecom,Airtel,Wendy Rodriguez,23480614378807,Arm stuff friend bed smile news color.,2
9263,2023-07-22,Pay TV,Glo,Joel Robles,2348150370728,Answer building remember forward agent say.,1
5930,2022-10-29,Pay TV,Glo,Natasha Howard,23470769534185,Suffer although take raise.,4
1073,2021-12-22,Pay TV,Etisalat,Caleb Perkins,23481875202520,School record rock company contain four.,5
7077,2022-01-25,Pay TV,Glo,Marcus Gordon,23470444350189,Think inside food others PM modern.,3
6044,2022-07-16,Telecom,MTN,Kyle Hamilton,23490275143179,Behind teacher mind rich hair.,4
636,2023-01-04,Telecom,Airtel,Daniel Stevens,23470573164769,Age create role phone.,2
5976,2021-10-26,Telecom,MTN,Linda Nelson,23490476086525,Recognize doctor involve successful floor view.,5
9305,2022-01-19,Telecom,Airtel,Elizabeth Perez,23481763829508,Participant manage eye move.,4
6802,2022-04-18,Pay TV,MTN,Stephanie Reyes,23490645114355,Lay glass interview maintain take.,5
1219,2022-12-15,Pay TV,Airtel,Stacey Davis,23470349796378,Recognize decision step direction.,4
1457,2023-09-09,Telecom,Airtel,James Huerta,23481599688632,Worker quality more she page ok.,3
1479,2022-10-24,Pay TV,Airtel,Heather Wheeler,23481973334664,Ask throughout measure order.,4
8372,2021-11-12,Telecom,Etisalat,Eric Smith,23480757944785,Through senior also view peace effort.,4
6159,2023-08-02,Telecom,MTN,Eric Smith,23480992434095,Final baby Mrs whatever white.,4
8744,2023-04-14,Telecom,Etisalat,Craig Lucero,23490682477183,Stay information open page.,5
6776,2023-01-27,Telecom,Glo,Kimberly Roy,2348198534735,Read laugh person stay test heavy.,4
1365,2022-05-06,Pay TV,Airtel,Crystal Baldwin,23490327724147,Agreement program exactly resource just admit.,5
7726,2022-07-28,Telecom,MTN,Mackenzie Perry,23480706217965,Choose none score population.,4
6549,2023-02-15,Telecom,Airtel,Natalie Gardner,23480288173219,Away situation PM natural explain.,5
9008,2022-03-25,Telecom,Airtel,Joseph Hill,23470402232337,Music sort phone medical power industry project.,1
3294,2022-06-20,Telecom,Airtel,Jessica Roth,2347022354896,See easy standard first appear.,2
2272,2022-01-01,Telecom,Airtel,Ronnie Reed,23470240623055,Policy hair mean recently story public smile.,4
3537,2023-09-17,Pay TV,MTN,Deborah Mccarthy,23480804535047,Mr why here individual worry.,4
7303,2022-04-01,Telecom,Etisalat,Diana Smith,23480908059399,Eat clear claim.,1
2336,2023-01-23,Pay TV,Airtel,Mr. Kevin Armstrong,23490439366753,Figure set describe order.,2
87,2022-01-01,Pay TV,Etisalat,Robert Rodriguez,23480507674805,Include media ball practice dinner performance though perhaps.,1
7701,2022-11-29,Telecom,Etisalat,Troy Fox,23480620686597,Push town interest student put order.,2
2383,2023-05-13,Telecom,MTN,Aaron Rodriguez,23470196254473,Recognize big her able speech material.,1
2911,2022-09-11,Pay TV,Etisalat,Amber Curry,2348169572842,Mission television far rate that.,3
5919,2022-04-28,Pay TV,Etisalat,Daniel Gomez,23481756510010,Political discover difference computer light language house.,3
939,2023-05-17,Pay TV,Etisalat,Kathy Wolfe,23480271873422,Specific create by tree despite.,4
5123,2022-01-07,Telecom,MTN,Zachary Lester,2349055296467,Who professional door local authority trial vote.,3
3292,2022-12-16,Telecom,Glo,Jennifer Barber,23480888970673,Thus both number someone set approach probably.,2
6696,2022-06-17,Telecom,Airtel,Ernest Wells,23470933014959,Time age several democratic.,3
4083,2022-06-16,Pay TV,Etisalat,Anthony Kelley,23470518549630,Still city expert growth.,5
2496,2023-06-12,Pay TV,Etisalat,Danielle Rogers,23481573756105,Soon weight get sea.,4
6925,2022-08-21,Telecom,Airtel,Caitlin Davis,2348112142916,General could little current upon goal.,3
3756,2022-10-12,Pay TV,Etisalat,Victoria Farley,23480875674062,Book response father movie approach.,4
1180,2021-10-29,Pay TV,Glo,Charles Mercer,23470849568752,Arrive respond since population these.,5
8675,2022-10-14,Pay TV,Etisalat,Jacqueline Perez,23490394778232,Religious mother guy ask turn really wrong particular.,5
2103,2023-01-10,Pay TV,MTN,Kevin Levy,23480311469105,Hospital garden money national lawyer service.,1
523,2022-05-16,Telecom,Glo,Ashley Montgomery,23470902894723,People computer ago rock half raise particularly.,4
1065,2023-03-04,Telecom,Airtel,Carmen Porter,23490459492815,Attack boy consider recently discuss.,3
1183,2021-12-17,Pay TV,Glo,Joshua Rodriguez,23480379441437,Peace health save.,3
2746,2021-12-21,Pay TV,Glo,Whitney Jones,23470461501758,Change local line standard either.,1
7950,2021-10-15,Telecom,Etisalat,Steven Ali,23481766931838,Street by career relationship.,4
4819,2022-01-28,Telecom,Glo,Danny Young,23480409723408,Dark I certain Republican.,4
3234,2022-06-30,Telecom,MTN,Mario Martin,23480482911640,Section audience pretty mention.,2
3146,2022-12-18,Telecom,Glo,Vincent Hartman,23481504883017,Central attack then.,1
1108,2021-10-15,Telecom,Etisalat,Dr. Nicole Macias,23490110772367,Claim fear second thank language contain employee.,4
9811,2022-11-13,Telecom,MTN,Tara Neal,23480526159897,Result contain pay catch fall.,5
7198,2023-04-25,Pay TV,Etisalat,Eric Moran,23480785930533,Spend write western since administration alone from.,3
6976,2022-06-26,Pay TV,Glo,Lisa Malone,2348083402864,Morning production rate policy former safe.,5
2636,2023-05-07,Pay TV,MTN,Susan Barnes,23480762862751,Help field its oil.,1
450,2023-01-08,Pay TV,Glo,Barbara Owens,23470306287113,Policy begin memory structure job song.,3
1913,2021-11-13,Pay TV,Etisalat,Brenda Hogan,2348071101976,What military military lead.,1
8643,2023-02-12,Pay TV,Etisalat,Carrie Ross,23481333940745,Indeed soldier yes amount box voice be.,4
1665,2022-08-20,Telecom,Airtel,James Brown,2347093093226,Provide effort make black.,5
1916,2023-03-15,Pay TV,MTN,Antonio Lopez,23481990469170,Enough radio build give.,2
9278,2022-09-03,Telecom,Glo,Margaret Moore,2347028289372,Week wide finally today.,5
217,2023-07-22,Telecom,Etisalat,Elaine Fisher,23470655917373,Future newspaper space every nor recently TV.,5
578,2022-09-27,Pay TV,Glo,Christopher Clark,23481558975425,Writer international then another remember argue.,4
2655,2022-10-11,Telecom,Etisalat,Kristen Reid,23490780138427,Heart dinner fish individual.,1
866,2023-07-25,Telecom,Airtel,Keith Graves,23481899134637,World loss start price as Mrs cut.,4
6898,2022-09-27,Pay TV,MTN,Michele Thompson,23481487424872,Seven difficult world education management team.,3
8728,2023-06-04,Telecom,Glo,Philip Garcia,23480741366078,Skill loss add probably season.,2
7521,2022-09-21,Pay TV,Glo,Craig Cruz,23490842979480,Itself second then order seek ever race.,3
1578,2021-11-16,Telecom,Etisalat,James Gray,23470701954214,While adult agree push employee wife visit.,2
9864,2022-12-07,Pay TV,Etisalat,Franklin Werner,23481500502346,Wife happy author cover treat.,3
4488,2022-12-26,Telecom,Etisalat,Anthony Gonzales,23480341915536,Billion Mrs eye perform door may suffer down.,4
8922,2022-02-19,Telecom,Etisalat,Dylan Luna,23490336322370,Campaign list live upon.,3
2532,2023-06-29,Pay TV,Etisalat,Felicia Rosario,23470875454550,Fund movie friend treat.,3
1707,2022-12-20,Pay TV,MTN,Cynthia Perez,23490206397650,Executive defense movie leave them campaign.,4
6116,2022-04-03,Pay TV,Airtel,Corey Hill,23470984013752,Worker wear number two.,2
7392,2023-02-01,Pay TV,Airtel,Eric Hoffman,2348077506971,Woman edge until.,2
6665,2023-03-09,Pay TV,Airtel,Michael Cooper,2349079153711,Once cost drug tend vote church start theory.,1
102,2021-09-26,Pay TV,Etisalat,Christopher Edwards,23490293721390,Suffer method evening whom.,1
6654,2023-02-28,Telecom,Glo,Erica Washington,23481872284901,Order benefit grow standard small win eat.,4
7347,2021-09-27,Pay TV,MTN,Cynthia Smith,23470315742371,Situation consumer step exactly.,1
7760,2022-03-02,Pay TV,MTN,Jessica Nelson,23470275242027,Can generation age include of couple early final.,5
169,2022-01-21,Telecom,Etisalat,Brian Meyer,23480138772001,Pattern detail suffer who.,1
8204,2022-05-01,Telecom,MTN,Jennifer Nelson,23480788668157,Effort worry vote summer personal.,4
4636,2022-03-12,Telecom,Glo,James Fernandez,23481128080814,Impact camera whose almost.,2
5550,2021-11-15,Pay TV,MTN,Colleen Davis,23470508566376,Discuss act relationship little.,5
9264,2023-05-18,Pay TV,Airtel,Erik Adams,23490337014543,Significant they next road thought.,5
4328,2022-04-11,Pay TV,MTN,Mr. Scott Lopez,23481906175194,Even team administration determine.,4
2028,2023-03-30,Pay TV,MTN,Gabriela Jordan,23470914317107,Suffer mind alone market or officer.,4
1766,2022-10-01,Pay TV,MTN,Rachel Roach,23490197198485,Technology top pretty PM else laugh authority both.,5
9010,2023-08-07,Telecom,Airtel,Sean Mcdowell,23480627763065,Scientist product his instead capital.,2
4621,2023-02-13,Pay TV,Glo,Michele Davis,2348118044129,Force weight city month.,2
3981,2022-01-20,Pay TV,Glo,Robert Ellis,23480119047998,Heavy responsibility artist medical parent me wall.,5
8611,2023-09-12,Telecom,MTN,Stephanie King,23481910442273,Middle find middle small simple thousand standard.,1
1620,2022-07-24,Telecom,Etisalat,April Garcia,23490233765193,Popular enough military.,5
9171,2022-03-22,Telecom,MTN,Nina Cohen,23481882481103,Fight early lose see left drug discover into.,3
7786,2021-11-30,Pay TV,MTN,Charles Owens,23470581509414,Throughout get decade TV actually.,1
2630,2022-10-31,Telecom,Airtel,Jose George,23470363653049,Teacher dream pressure program.,3
5606,2022-09-27,Pay TV,MTN,Tyler Savage,23480363096735,Deep garden meeting whose skill word sound.,3
7483,2023-03-15,Telecom,MTN,David Wilson,23470103213045,Art provide at instead win capital.,3
3406,2023-03-03,Pay TV,Airtel,Margaret Ashley,23480434458071,Film read cultural wonder.,1
8650,2023-01-30,Pay TV,Etisalat,Aaron Alexander,23470553426977,Would each song now add money.,5
696,2023-06-28,Telecom,Etisalat,Amanda Walker,23470302210617,Fund only resource easy speak.,2
3726,2022-12-28,Telecom,MTN,Anthony Walker,23481394905912,Paper consumer spend.,2
4789,2023-01-27,Pay TV,Etisalat,Lori Sloan,23481376333584,Toward answer rise behavior.,1
1210,2021-12-01,Pay TV,Glo,Brian Stewart,23470614332343,Usually ever office who improve could.,5
7845,2022-07-10,Telecom,Glo,Sabrina Tran,23480655789271,Lot determine conference.,1
971,2022-09-19,Telecom,Airtel,Zachary Lee,23470863981881,Hope together identify career instead.,4
4224,2022-10-20,Telecom,Airtel,Keith Trevino,23481147256450,Class class skill example.,2
8400,2022-02-10,Pay TV,MTN,Andrew Taylor,23481950486432,Tonight radio seem person within.,5
9493,2022-04-24,Telecom,MTN,Ann Lopez,23470106105043,Serious event participant raise same age.,5
2750,2022-05-23,Telecom,MTN,Ms. Sandra Solomon,23490885948400,Bill growth our debate win brother case.,4
7255,2022-07-27,Pay TV,Etisalat,Gregory Dawson,23480592634794,Social she dog resource power same end change.,3
9050,2021-10-19,Telecom,Airtel,Christina Torres,23490296868975,Fight strategy traditional several employee ago knowledge.,3
1205,2023-04-23,Pay TV,MTN,Patricia Smith,23481311488575,Reflect civil image ten stay.,4
2328,2023-09-03,Telecom,Etisalat,Kelly Rivera,23470567775598,Kind his arm firm.,5
4220,2022-07-21,Telecom,Glo,Zachary Miller,23490663513621,Economic shoulder job thing energy keep space.,1
9298,2021-10-21,Telecom,Glo,Luis Washington,23490239256128,Sing foot where what heavy reflect.,1
9822,2023-09-17,Pay TV,MTN,Sean Long MD,23480822257418,Serious hope hit pressure shake agree catch.,1
3077,2021-11-28,Telecom,MTN,Michael Olson,23470778083378,Feeling leg west recently state.,3
8987,2022-02-12,Telecom,MTN,Paul Griffin,23480109297804,Defense compare body executive nothing.,3
4581,2023-08-05,Telecom,MTN,Christopher Garcia,23470717769120,Keep charge station.,4
4881,2022-10-14,Pay TV,MTN,Pamela Beard,23470618682075,Wide maintain happen place almost key decide.,2
3976,2022-08-30,Telecom,Airtel,Lee Stephens,23490333596764,Lose sure fact project hope central cover.,2
2358,2022-10-15,Telecom,MTN,Amy Ayers,23481175136551,Food property wonder way couple discuss.,5
5280,2023-05-16,Pay TV,Etisalat,Willie Donaldson,23490400458064,Yard hair letter.,4
4209,2022-11-16,Telecom,MTN,George Herman,23490687741379,Fast early return vote.,4
1789,2022-06-12,Telecom,Etisalat,Regina Santiago,23470500495278,Of point large reveal town current.,1
2499,2022-07-14,Pay TV,MTN,Cynthia Davis,23490477615466,Bit term off.,1
6070,2022-12-04,Pay TV,Etisalat,Erica Smith,23490684868756,Eight deal against artist issue though result.,2
3751,2022-05-22,Pay TV,Airtel,Melanie Price,23490238550988,Yourself ready money make.,3
1001,2023-09-01,Telecom,Etisalat,Victor Kelly,23481790902259,Church hot media in enough work agree alone.,2
9298,2022-03-20,Telecom,Airtel,Brian Garcia,23480575501833,Case yeah they join.,5
2709,2023-07-29,Telecom,Etisalat,Robin Stafford,23480397514104,Ever where administration act design fear former table.,3
2025,2023-04-10,Pay TV,Glo,Jason Wheeler,23481352110659,Choice later million every worry.,5
7140,2023-03-08,Pay TV,Etisalat,Mr. Anthony Grant,23480811384097,Send magazine hour throw.,3
8879,2023-05-29,Telecom,Airtel,Dana Parker,23470130968256,Debate about west carry keep son.,4
8344,2023-06-20,Telecom,Airtel,Ronald Burke,23481952738251,Race it watch impact national ability resource.,2
8245,2023-08-27,Telecom,Etisalat,Charles Vargas,23490784225141,Head record community station.,4
8575,2023-06-19,Pay TV,MTN,Dwayne Hoover,23490602074629,Become however stand.,3
9156,2021-09-24,Pay TV,MTN,Nancy Graham,23470948853445,Indeed method themselves war window receive.,2
4376,2023-09-15,Pay TV,MTN,Russell Murray,23480687413402,Dark also bag model office.,3
5864,2022-06-22,Telecom,Etisalat,Kayla Garner,23480223757784,His star soon culture risk establish.,4
1601,2022-10-01,Telecom,MTN,Kurt Anderson Jr.,23490869829146,Success word successful success help.,4
9665,2022-09-03,Pay TV,Airtel,Katie Stewart,23470816750403,Affect evening hour record tell.,4
804,2022-03-01,Pay TV,Etisalat,Darin Martinez,23480404902038,Risk lot local beautiful spend.,5
2051,2022-05-28,Telecom,MTN,Jeffrey Frost,23480871323803,Buy paper yard business civil manage kid.,5
6407,2022-04-23,Telecom,Etisalat,Andrea Ramos,23481697089655,Someone thought stay along including now.,5
9010,2021-11-01,Telecom,Etisalat,Richard Fischer,2347060886214,Direction partner laugh travel.,3
5386,2023-05-28,Telecom,Glo,Kaylee Dunn,23490251357536,Top culture yes break.,2
6860,2022-10-25,Pay TV,MTN,Derrick Downs,23470238278678,Cover city phone.,4
7396,2022-06-25,Telecom,Glo,Richard Foster,23480590751950,Begin later front capital trade left reason.,4
329,2022-08-06,Pay TV,MTN,Bryan Bush,23490985489069,Woman difference include artist.,5
7292,2023-07-06,Pay TV,MTN,Amanda Newton,23481327620050,Goal standard heavy value at course these.,2
757,2022-08-26,Telecom,Etisalat,Brenda Chan,23481353308967,Chair require than within least director.,3
4338,2021-12-30,Telecom,MTN,Patrick Foley,23480816558672,Out to national talk method manage answer.,5
8476,2022-01-28,Pay TV,Airtel,George Richardson,23490239037710,Doctor upon prove old wait compare voice personal.,2
3262,2022-11-06,Telecom,Airtel,Michael Porter,23480939491438,Along sure tonight blue usually.,5
4950,2022-05-30,Telecom,MTN,William Aguirre,23490626473546,Decision very business wide success.,3
4602,2021-11-01,Telecom,MTN,Jennifer Hughes,23470850770429,In movement fire now next cut nearly.,3
8017,2023-05-07,Pay TV,MTN,Amber Lewis,23481126532876,Thought reach into weight.,3
3416,2022-11-02,Pay TV,MTN,Miss Mandy Porter,23490163135518,But decade common main strategy.,5
5695,2023-08-16,Pay TV,Glo,Denise Lewis,23481947117471,Image direction become tend only.,4
5767,2023-08-23,Pay TV,Airtel,Michael Hunt,23481243846172,Claim radio adult year American current.,4
104,2023-03-14,Pay TV,Etisalat,Alexandria Allen,2348071848857,Decade television great attention foot choice factor.,1
6971,2022-11-02,Telecom,Etisalat,Kenneth Torres,23480624653360,Cultural someone work theory share court.,3
8269,2022-01-27,Pay TV,Etisalat,Michael Smith,23480158734066,Impact guy music memory common move company.,3
2799,2023-07-21,Telecom,Airtel,Gabrielle Perry,23470424212570,Blood town movie test dark discussion maintain.,1
8717,2022-08-02,Pay TV,MTN,Gary Gonzalez,23470520749701,After smile skill.,3
3861,2022-06-10,Pay TV,Airtel,Megan Peterson,2348024883594,Create several short its note live.,2
2157,2021-10-26,Pay TV,Airtel,Mrs. Ashley Murray MD,23470302260093,Responsibility doctor me station find PM.,2
5550,2022-06-29,Telecom,Airtel,Deborah Stanley,23490642759256,Outside treatment technology imagine dark himself change.,5
5488,2023-01-29,Pay TV,Glo,Frank Wyatt,23470485029352,Suffer speak box think write condition.,1
696,2022-07-15,Telecom,Airtel,Casey Guerrero,2347027119826,Animal stock sing water military.,5
7539,2023-04-02,Pay TV,MTN,Jennifer Stewart,23480300549857,Local different pretty.,3
4573,2021-12-20,Telecom,Glo,Steven Bauer,2348011300393,Such start option knowledge.,3
8918,2022-11-23,Telecom,MTN,James Porter,23481970693969,Always forget pattern certainly part local suggest.,5
2082,2022-06-04,Telecom,Etisalat,Jason Jenkins,23480901559779,Across as source court oil chair.,4
327,2022-04-21,Telecom,Airtel,Carrie Richardson,23470322276561,Evening record do choice activity.,3
6194,2023-08-31,Pay TV,MTN,Karen Stark,23470758805589,Plan still former as when capital rate.,5
9580,2022-03-20,Telecom,Etisalat,Edward Stephens,23481547555623,Court have race.,4
8563,2022-04-29,Pay TV,Glo,Sara Harris,23480777878588,Environment take indeed.,5
6122,2023-03-13,Telecom,Airtel,Patrick Molina,23490767984867,Choose support by paper color line.,4
3393,2022-05-16,Telecom,Glo,Melissa Brown,23481220301038,Challenge month possible rich them tax.,1
6183,2023-01-12,Telecom,Etisalat,Willie Martin,23490269224335,Off relate foot another.,3
8055,2023-07-20,Telecom,Airtel,Jessica Little,23481631180854,Finish chair century choose television.,2
7146,2023-01-01,Pay TV,Glo,Brittany Rodriguez,23490813700683,House commercial speak hand.,1
506,2023-06-12,Pay TV,Etisalat,Andrea Pena,23490887997536,Training work big story.,4
1729,2023-05-21,Pay TV,Airtel,Barbara Phillips,2348062116007,Beat the wide.,3
4477,2022-04-14,Telecom,Etisalat,Bradley Ballard,2348126976396,Sing despite with ago again gas especially.,1
9884,2021-12-13,Telecom,Airtel,Diane Lawrence,23481849364694,Sit relationship smile film property interview.,4
8891,2023-01-28,Pay TV,MTN,John Brandt,2349016006044,Total quickly turn century.,4
1095,2022-08-19,Pay TV,Etisalat,Abigail Gates MD,23490426121545,Open keep senior yard.,5
1205,2022-12-02,Telecom,Glo,Gregory Hernandez,23480791145670,Wall culture condition nature.,4
9878,2021-09-23,Pay TV,Airtel,Ann Bishop,23470904170410,Admit pick skin remember.,5
3036,2022-11-09,Telecom,MTN,William Sampson,23490117092930,Shake technology issue by.,2
5153,2022-10-16,Telecom,MTN,Brandy Gonzalez,23481382315462,Himself single family information week.,5
9866,2022-08-12,Pay TV,Etisalat,Lisa Daniel,23481599001876,Act short hair old threat foreign.,2
8133,2021-12-04,Pay TV,Etisalat,Briana Knight,23490701004183,Though your matter price financial leg.,4
8932,2023-08-11,Pay TV,Etisalat,Kendra Reilly,2348110479907,Right could nation cup evidence.,4
8881,2022-11-16,Pay TV,Airtel,Terrence Franklin,23490910290518,By activity no.,4
7617,2021-12-04,Telecom,Airtel,Alan Jones,23480339972021,Fill never make fear.,5
3085,2023-05-24,Pay TV,Airtel,Michelle Lucas,23480943669550,Wind mother natural character.,4
4329,2021-10-05,Pay TV,MTN,Amy Smith,23480702965188,Dog pattern talk value under nature national.,4
1409,2021-12-21,Telecom,Etisalat,Connie Harris,23470520458199,Interesting tend no Republican produce bank laugh blood.,2
4834,2022-12-09,Pay TV,Etisalat,Dr. Todd Chapman Jr.,23481126620632,President game turn back story how.,4
2217,2022-01-14,Telecom,MTN,Lisa Rogers,23481657081232,Better walk good audience.,4
3228,2023-01-17,Telecom,Airtel,Kathleen Smith,23480256960462,Right source thank.,2
4801,2022-06-18,Telecom,MTN,Gerald Dixon,23480273220972,Cultural eight little black.,1
7843,2023-06-27,Pay TV,Glo,Aaron Jones,23481501891184,Through question let claim Democrat past.,5
9378,2022-09-19,Telecom,Etisalat,Christopher Olsen,2349081831337,Director push final.,2
9632,2023-05-17,Pay TV,Glo,James Long,23480474404011,Change reveal else hear.,4
723,2021-10-21,Pay TV,MTN,James Johnston,23481167523850,Unit wish soldier behavior hope.,1
1946,2021-12-18,Telecom,Glo,Katie Johnston,23481269295250,Career gun indicate lot my.,4
7304,2022-07-29,Telecom,Etisalat,Barbara Wright,23480343995068,Early also action water step rate force.,3
577,2022-04-10,Telecom,Glo,Cindy Hart,23481256907857,Discussion easy suddenly bed.,1
8110,2022-01-09,Telecom,MTN,Brian Williams,23480151892089,Police health including southern.,2
1530,2022-11-25,Pay TV,Glo,Mark Rose,23490398386612,Address story picture material buy rule.,4
4720,2023-09-03,Telecom,Glo,Derrick James,2348036649680,Suggest poor shoulder although do set west.,2
8751,2021-09-26,Telecom,Glo,Andrew Horn,23481398224371,Why soon store election play word positive.,3
6306,2023-02-02,Telecom,Airtel,Mark Mcintosh,2348150647668,Meeting close both point level fact finally.,3
9141,2021-11-15,Pay TV,Etisalat,Javier Smith,23470461947567,President at ability only box minute.,2
2814,2022-07-10,Telecom,Airtel,Melanie Oliver,23481464219437,Activity there front policy decision.,4
9518,2023-01-01,Pay TV,Airtel,Brandon Wells,23480970129249,Media race rock ever whatever I.,3
660,2022-08-05,Pay TV,Etisalat,Teresa Allison,23470486913996,Audience discover type per Republican child marriage.,2
791,2023-08-18,Pay TV,Airtel,Ryan Olsen,2348037685816,Couple mind hot until.,1
4337,2023-07-16,Telecom,MTN,Jason Gilbert,23481954169889,Through pay role certain join customer.,5
7762,2023-07-27,Telecom,Glo,Carla Rodriguez,23490251293092,Who social positive toward grow teach catch tend.,3
2862,2022-03-12,Pay TV,Airtel,Kathleen Sharp,23481868820874,Decade low city how worry we.,5
4776,2022-03-23,Telecom,Airtel,Julie Valencia,23481903396841,Drop coach game those.,4
8239,2023-02-16,Telecom,Airtel,William Brown,23490315510422,Vote pressure although task know along series.,4
5487,2023-03-28,Telecom,Glo,Bryan Mclaughlin,23490257617909,Fall interview draw TV standard whether learn.,1
9801,2022-05-09,Pay TV,Airtel,Wayne West,23480611925310,In current anyone imagine seem first.,4
668,2023-08-14,Pay TV,Etisalat,Joanna Williams,23480674267408,Than enjoy care later will sure health.,1
1890,2022-02-23,Telecom,Glo,Stephanie Miller,23481854154344,Senior special seek agree.,4
4365,2021-11-04,Pay TV,Glo,Veronica Nunez,23470855399710,Way but wind tend actually tax relate.,4
4156,2023-09-01,Telecom,Airtel,Tony White,23480489799716,Unit the company fill small I find.,4
5699,2022-07-29,Telecom,Glo,Alexandra Guzman,23470526945959,Word imagine account shake begin structure nearly.,2
9761,2022-01-10,Pay TV,Glo,Charles West,23470237311446,Owner woman follow.,3
9502,2021-11-11,Pay TV,Glo,Monica Davis,23470238798253,Key four history.,3
9248,2023-03-10,Telecom,MTN,Dawn Hayes,23481221361444,Smile kitchen popular free road money nor soon.,2
7835,2022-02-28,Telecom,Etisalat,Gina Jones,23481918432865,North white say listen culture across.,4
9006,2023-09-06,Pay TV,Airtel,Stephanie Santana,23480461359949,Edge change idea life station.,2
9040,2022-05-21,Pay TV,MTN,Regina Thompson,23490770605153,Congress too fund PM by.,1
382,2023-01-24,Pay TV,MTN,Kenneth Mckinney,23480362208643,Sell yourself of remember partner see.,2
3744,2022-05-02,Telecom,MTN,Dennis Johnson,23481251459367,Administration speech letter attack.,5
7154,2022-08-24,Pay TV,MTN,Jesse Underwood,23490515756283,Drop game enjoy walk.,3
9885,2023-07-17,Pay TV,Glo,Kathryn Young,23470497426832,Director hundred wall own hope.,4
8240,2021-10-22,Pay TV,Airtel,Laurie Tyler,23470218813085,Drop south south record gun be.,2
2297,2023-01-20,Telecom,Airtel,Diana Rodriguez,23481741779025,Still between realize structure.,4
9574,2021-09-27,Telecom,Airtel,Andrew Christian,23490710602740,To increase respond student beyond.,5
1394,2022-09-02,Telecom,Etisalat,Craig Craig,23481408798835,Popular home defense with science morning cause.,1
3704,2023-01-09,Pay TV,Airtel,Kevin Cherry,23490467296268,Tonight little market practice.,2
2757,2023-08-15,Telecom,Airtel,Jessica Baird,23480258572821,Politics meet rise through environment exist sort.,3
7510,2023-08-20,Pay TV,MTN,Carol Nunez,23490272076642,More keep party minute.,1
831,2023-01-09,Pay TV,Etisalat,Hannah Jones,23470330055917,Job pressure morning head.,3
2953,2023-02-08,Pay TV,Etisalat,Robert Moreno,2347018581047,Card should animal whatever of traditional sometimes.,4
1229,2021-11-27,Telecom,Glo,Brian Bailey,23480981669113,Parent everyone produce cell television unit able.,1
6014,2022-11-14,Pay TV,MTN,Ivan Navarro,23480738264824,Scene go car evidence lead teach hand.,3
232,2023-09-06,Telecom,Glo,Robert Morrow,2348153672382,Tough site character.,2
2773,2023-04-22,Pay TV,Airtel,Christopher Wright,23490569009158,Theory nice purpose reduce green necessary.,4
3731,2022-12-05,Telecom,Airtel,Geoffrey Freeman,23480933015897,Reason choose short hour.,5
5622,2022-10-25,Telecom,Glo,Lance Burton,23480599149125,Color evening development pass.,2
8437,2022-05-14,Telecom,Glo,Daniel Hernandez,23490907389943,Country read sea bill store always worker.,3
6040,2023-02-25,Pay TV,Airtel,Joseph Howard,23490894629980,Few necessary family nothing anything none.,2
