ComplaintID,Date,ServiceType,ServiceProvider,CustomerName,CustomerContact,Description,ResolutionStatus
2936,2022-12-16,Telecom,Etisalat,Patricia Rodriguez,23490988513754,Long foreign might clearly.,Resolved
1311,2022-11-21,Pay TV,MTN,Christopher Wilson,23470829002117,In environmental through certainly thousand.,Open
8757,2021-11-07,Telecom,Airtel,Allison Haley,23470188891738,Author concern decade.,Open
2675,2021-09-27,Telecom,Glo,Steven Lindsey,23480668724245,Recently still important never.,Open
2156,2022-10-01,Telecom,MTN,Kayla Case,23490685731964,It away kind reveal determine give.,Resolved
8597,2023-01-25,Telecom,MTN,Jeffrey Young,23481432865034,Interesting born action huge player.,In Progress
9469,2023-07-02,Pay TV,Etisalat,Jim Franco,23481802244628,Station cut simple can benefit dog head.,Open
7817,2023-02-21,Telecom,Glo,David Rose,23480597355664,Religious job yeah husband short only operation audience.,Resolved
6061,2022-05-21,Telecom,Glo,Michelle Pace,23470706547081,Tend business work.,Open
3370,2021-11-07,Telecom,Etisalat,Stephanie Ellis,23470761531630,Practice generation control.,Open
8010,2022-08-08,Pay TV,Etisalat,Gail Smith,2348027318407,Ground tough easy maybe.,Open
2574,2022-01-09,Pay TV,Airtel,Christopher Collins,23470820664643,Crime bank tough dark compare what.,Open
4326,2023-04-08,Telecom,Airtel,Christopher Fernandez,2349019671915,Number mean week decision word majority.,In Progress
1255,2023-06-27,Pay TV,Glo,Chelsea Allen,23480761646958,Senior feeling success write east participant.,In Progress
7373,2023-05-11,Pay TV,Etisalat,James Smith,23480571746374,Way sport yard continue collection.,Resolved
5663,2022-12-23,Pay TV,Glo,Richard Edwards,23480427154797,Game catch and audience close.,Open
1585,2021-11-04,Telecom,Glo,Kim Arnold,23490418784635,Democratic her candidate image speak finally as.,In Progress
3909,2022-04-20,Telecom,Etisalat,Alison Thompson,23490370087582,Officer drug letter baby week high something.,Open
3609,2022-03-25,Telecom,Glo,Jonathan Berry,2349011007573,Model woman recent dinner first executive company.,In Progress
3028,2023-04-10,Telecom,MTN,Daniel Adkins,23490166231670,Return green top.,In Progress
4994,2022-02-23,Pay TV,Etisalat,Bridget Collier,23490946099107,Conference cover way cold rich near his more.,In Progress
9345,2021-11-20,Telecom,Airtel,Heather Jenkins,23470794170399,Student discover film these forget their company.,In Progress
9706,2023-03-11,Pay TV,MTN,Jennifer Smith,23480456800628,Occur machine down build.,Resolved
552,2022-10-17,Pay TV,Glo,Alyssa Williamson,23470876180442,Think protect standard down.,Resolved
5821,2022-10-10,Pay TV,MTN,Jenna Jimenez,23480387969214,Property make themselves admit statement thus.,In Progress
7369,2022-02-24,Telecom,Glo,Amanda Archer,23480725290172,Bring within heart minute culture two let.,Open
7050,2023-09-08,Pay TV,MTN,Lisa Hansen,23481738307805,Dream case seek two.,Open
4381,2023-09-08,Pay TV,Airtel,Wendy Sutton,23480802423370,Blood day especially skill event watch necessary.,Open
8138,2022-06-27,Pay TV,Glo,Abigail Mckinney,23480775889974,Oil reason tax concern house happy particular despite.,In Progress
5065,2023-08-10,Telecom,Etisalat,Christopher Jones,23490395184644,Doctor around focus end security.,In Progress
2032,2023-06-24,Pay TV,Glo,Mark Fernandez,23481732994569,Past note newspaper with include radio.,Resolved
3484,2022-01-23,Pay TV,Airtel,Jaclyn Smith,23470360624778,Draw forward even among send summer.,In Progress
4007,2023-06-13,Pay TV,Etisalat,Theresa Jensen,23490677671879,Man open run peace according series.,Resolved
4879,2022-04-08,Pay TV,Glo,Heather Mccoy,2347011663969,To expert prevent huge represent pull.,In Progress
7657,2023-01-24,Pay TV,MTN,James Glover,23480519531102,Break join stop other personal.,In Progress
3719,2021-12-08,Pay TV,Glo,Leslie Weber,23480818465927,Type space health me money.,Open
5442,2022-03-16,Telecom,MTN,Natalie Simmons,2348114914793,Hundred option employee camera ok remember.,In Progress
3354,2023-09-08,Pay TV,MTN,Chad Tyler,23480885958960,Choose experience hit need gas.,In Progress
6215,2022-01-15,Pay TV,Glo,Sean Craig,23470223989420,Follow mouth quality rather together call your.,In Progress
7392,2022-12-28,Telecom,Airtel,Rebecca Warren,23480821587391,Mission hair nor different finally color stage.,In Progress
6917,2023-08-21,Telecom,Etisalat,Grant Boyd,23490552354291,Former certainly certainly someone.,In Progress
370,2022-12-27,Telecom,Airtel,Teresa Barry,23470809264517,Mean risk particular concern country money word.,Resolved
4310,2023-05-10,Pay TV,Glo,Felicia Gray,2349098348767,Protect explain raise.,Resolved
1975,2023-07-23,Telecom,Airtel,Jonathan Dickerson,23470317878364,Particular power glass practice television laugh.,In Progress
6365,2022-05-07,Telecom,Etisalat,Lisa Davidson,23470370662548,Discussion modern real trouble glass remain.,In Progress
7743,2021-11-05,Telecom,MTN,Alexander Krause,23481896135851,State front throw these.,Resolved
3474,2022-06-24,Telecom,Airtel,Nathan Marquez,23481592323794,Spend hundred you street nation.,Open
6821,2021-09-24,Pay TV,Glo,Heather Decker,23490913455741,Decide program model until line charge.,Resolved
5363,2022-05-31,Pay TV,Etisalat,Tyrone Brock,23470347355814,Early hour four move performance none.,Open
4480,2021-11-18,Pay TV,Etisalat,Sally Welch,23480298963933,Factor morning successful animal note one.,Open
2864,2023-01-07,Telecom,Airtel,Aaron Burnett,23480624658768,Through official wear who performance.,Open
7467,2022-03-19,Telecom,MTN,John Mason,23490127108762,Side suggest develop box.,In Progress
9242,2022-07-01,Pay TV,Airtel,Dale Green,23470846202138,Southern mind college development.,Resolved
2862,2022-10-18,Pay TV,MTN,Jennifer Roberts,23490818051282,Human dark thank mouth our its church full.,Open
2438,2021-09-26,Telecom,MTN,Shannon Lawrence,23480710227830,Could break particularly want.,Resolved
9203,2021-11-26,Pay TV,Glo,Susan Anderson,23480225595980,As skin sing visit nation only.,Resolved
1365,2021-10-15,Pay TV,Etisalat,Tara Peters,23470564242700,Mouth popular environmental cut trip whatever.,In Progress
8677,2022-08-24,Telecom,Etisalat,Shawn Mack,23490570125652,Read scientist PM memory.,Resolved
4126,2023-02-13,Telecom,Glo,Daniel King,23480355484993,Billion offer continue question.,Resolved
8395,2022-11-25,Pay TV,Glo,Rodney Hester,23480901703795,One officer pay.,Open
5216,2021-11-24,Telecom,Airtel,Ryan Schneider,23480737203735,Despite manager painting political movement.,In Progress
8507,2023-06-25,Telecom,Glo,Crystal Cruz,2347031296647,Family attorney federal claim individual your.,In Progress
6265,2021-11-11,Telecom,Airtel,Linda Gardner,23470704394187,Try choose after exactly.,In Progress
3442,2022-12-17,Pay TV,Airtel,Cynthia Turner,23470516613208,Benefit democratic allow ground PM student.,In Progress
5020,2023-02-03,Telecom,MTN,Robert Leonard,23480742329702,News president before television red.,Resolved
7983,2021-10-17,Telecom,MTN,Autumn Conner,23480675323878,Various office I grow success prove true.,Open
2891,2022-09-15,Telecom,MTN,Randy Harris,23490699679679,Put again ready finally.,In Progress
3818,2022-01-30,Pay TV,Glo,Emily Sanchez,23480775360197,See effort study.,In Progress
8746,2023-05-06,Telecom,Airtel,Patrick Perez,23481474538561,Paper which night they operation rise win draw.,Resolved
4391,2023-06-01,Telecom,MTN,Lisa Lowe,23480202981086,One go teacher suddenly politics alone.,Open
3705,2023-06-20,Telecom,Airtel,April Hunter,2349093648910,Region in agreement fact else.,Open
5747,2022-11-23,Telecom,MTN,Gregory Grant,23480634253888,Point scene concern.,In Progress
4937,2023-03-04,Pay TV,Etisalat,Julie Miller,23480707039993,Ok watch art reach such.,Open
4839,2021-11-19,Pay TV,Airtel,Lori Foster,23470167083715,Material coach fine what kitchen official surface.,In Progress
4644,2022-12-25,Pay TV,Airtel,Mary Alexander,23480657101060,Stop decade possible we.,Resolved
8152,2022-06-07,Pay TV,Airtel,Allison Newman,2348120151236,Chance watch nice address hope.,Resolved
5428,2022-03-10,Pay TV,MTN,Melissa Leonard,23480371900904,Ever thus her treat fight determine.,In Progress
5770,2023-06-20,Telecom,MTN,Donald Smith,23490657260903,Clear return response government news less scene.,Resolved
7550,2022-01-27,Telecom,MTN,Carlos Davis,23481162250905,Radio writer tree here wind sound.,Open
4957,2022-08-02,Telecom,Etisalat,Brian Tate,23490643772161,Fill share rich practice.,Resolved
3565,2023-06-26,Pay TV,MTN,Mark King,23470991657098,Early social coach.,Resolved
838,2022-07-26,Pay TV,Glo,Jeffrey Foster,23470653827882,Father personal note buy maybe.,In Progress
1689,2023-04-30,Pay TV,Etisalat,Luke Johnson,23480777202781,Man sort energy area.,Open
2484,2022-03-21,Pay TV,Glo,Robin Medina,23470928176489,Once where detail.,Open
7382,2023-06-07,Pay TV,MTN,Elizabeth Mejia,23481649366805,Beautiful western appear.,Resolved
5298,2022-04-23,Pay TV,Glo,Angela Burke,23470470827859,Turn only three brother past project only.,In Progress
1717,2023-07-17,Telecom,Etisalat,Jo Richard,23490829908,Mouth time free house man heavy forward.,Open
4004,2023-04-19,Pay TV,MTN,Meagan Ramsey,23490305169895,View will bank forget senior guy.,Open
9772,2022-07-15,Telecom,Etisalat,Catherine Vaughn,23490577000303,Type father because most to could shoulder economic.,Open
8619,2023-08-29,Pay TV,Etisalat,Chris Nelson,23481160673685,Forget people sit performance hotel listen.,Resolved
654,2023-01-21,Telecom,Etisalat,Christopher Alexander,23480933848023,Recognize whom forget across.,Open
4115,2022-11-20,Pay TV,Glo,Eric Cox,23480422623163,Wish left without say part.,Open
530,2022-10-16,Pay TV,MTN,Nathan Carroll,23481171986185,Chance billion network just music point need.,Resolved
9676,2021-12-30,Telecom,Glo,Margaret Singh,23481717903710,Power cold box color growth man.,Resolved
1189,2022-07-26,Telecom,Glo,Kevin Robinson,23490638546126,Whose politics moment thus account bag home.,Resolved
2107,2022-06-06,Pay TV,Etisalat,Erika Yang,23481464610421,Turn environment interesting report without.,Resolved
1202,2023-01-10,Telecom,Glo,Ronnie Ross,23490333311174,Nothing save knowledge tree laugh necessary parent.,In Progress
4969,2023-05-06,Pay TV,Airtel,Lori Rodriguez,23470286803885,Them similar four once capital thing serve.,In Progress
3866,2023-01-18,Pay TV,Glo,Rachel Miller,23490560115652,Out market hour age remember.,In Progress
979,2022-11-16,Pay TV,Airtel,Anne Reynolds,23490946254167,Safe compare dream according me.,In Progress
2780,2021-12-08,Telecom,Airtel,Glenda Ramirez,23470759852633,Past at occur throughout special unit.,In Progress
7430,2023-03-20,Telecom,MTN,Brenda Sims,23490371822186,Line himself science security crime.,In Progress
8223,2023-04-04,Pay TV,MTN,Joshua Cunningham,23481835553806,Magazine organization economy law.,Open
2926,2023-04-04,Telecom,MTN,Crystal Beasley,23480319745827,Effect office race consider.,Resolved
8277,2023-02-21,Telecom,Etisalat,Robin Reilly,23470155226900,Collection last behind writer peace interview.,Resolved
5862,2022-03-08,Pay TV,Etisalat,Katherine Brandt,23490194196128,Save certainly rise shoulder citizen conference their identify.,Resolved
344,2022-12-19,Telecom,Airtel,Brian Welch,23480830485827,Couple issue capital sound however general.,In Progress
9891,2021-10-27,Pay TV,Etisalat,Shane Williams,2348096700554,Own something theory accept language drug.,Resolved
8784,2021-10-02,Pay TV,Glo,Aaron Acosta,2348164345488,Really risk other result.,In Progress
9810,2023-07-09,Telecom,Glo,Carlos Day,23490195724350,One able than station drive.,In Progress
9166,2022-05-04,Pay TV,Etisalat,Mr. Nicolas Simmons,234802445501,Respond without decade bar program live.,Resolved
7448,2021-12-10,Pay TV,MTN,Deborah Stevens,23481393680019,Interview sport hope believe enough traditional.,In Progress
249,2023-07-16,Telecom,Glo,Brian Glover,23490512898555,Fight have baby painting concern.,Open
3629,2022-03-11,Telecom,Etisalat,Judith Acosta,23490771257823,Knowledge effort baby board job because.,Resolved
3538,2023-05-05,Pay TV,Airtel,Sean Neal,23480572371350,Military hair effect type.,Open
5875,2021-10-18,Pay TV,Airtel,Lauren Newton,23480336710077,Contain trial wall month table just recent.,In Progress
2332,2022-12-06,Pay TV,Airtel,Denise Martin,23490775339136,Receive mother before billion nearly ok.,In Progress
1867,2021-10-05,Pay TV,Airtel,Kimberly Sullivan,2348141283333,That especially it arrive surface theory.,Open
7522,2021-10-08,Telecom,Glo,William Wood,23480624361761,Feel could bank body exist reduce public president.,Open
5753,2023-02-26,Telecom,Airtel,Christopher Miller,23481367668862,Piece your value eye born actually my.,Open
6997,2023-08-21,Pay TV,Airtel,Katherine Lee,23481930668622,Yourself term total voice interview fire of.,Open
1905,2023-05-12,Pay TV,Airtel,Clayton Morris,23470800427224,Local top now entire single white.,Resolved
8258,2022-09-02,Telecom,Glo,Nancy Benson,23480390613186,Center move seem product different tend course place.,Open
6552,2023-05-09,Pay TV,MTN,Robert Simmons,23481521950425,Common person between keep politics teach.,Open
2374,2022-09-05,Pay TV,Airtel,Ruth Hamilton,23490382071043,Participant table door president production.,Resolved
9228,2022-02-02,Pay TV,Airtel,Logan Evans,23470428690332,Method break sure road paper support break.,Resolved
9257,2023-05-04,Pay TV,MTN,Lindsey Hernandez,2347019241083,Huge foot poor employee religious agree.,In Progress
8442,2023-03-24,Telecom,Glo,Lisa Daniels,23480112967718,Describe lay quite state language.,In Progress
4049,2023-05-15,Pay TV,Etisalat,John Martin,23480483334522,Yes account detail real fly five job.,Resolved
7421,2021-10-31,Pay TV,Glo,John Lopez,2349021936590,Gun system nice rate hot expect high go.,Open
5928,2023-04-09,Telecom,Glo,Jeffrey Pitts,23480846573166,Purpose TV so candidate born result author source.,In Progress
2492,2022-01-11,Pay TV,MTN,David Neal,23470683901741,Religious happy window for child young.,In Progress
4403,2021-11-26,Pay TV,Airtel,Eric Woods,23481701572153,Claim nearly crime between energy lay contain than.,Resolved
6682,2023-09-20,Pay TV,Glo,Kristina Patterson,23481251577122,Until ten tonight real center our watch begin.,In Progress
9090,2022-11-27,Pay TV,Glo,William Parker,23470344279559,Local air event.,In Progress
3625,2023-06-21,Telecom,Glo,Whitney Smith,23480963729214,Summer along race deep letter or decide.,In Progress
1637,2021-11-10,Telecom,Glo,Bryan Ibarra,23490127329364,And clear dog treat between strategy require.,Open
1036,2023-06-23,Pay TV,MTN,Kenneth Contreras,23470106626064,Report into treat now would must.,Resolved
9766,2021-11-10,Pay TV,Glo,Emily Schneider,23470739391914,Under hear fish source provide short.,Open
5024,2022-01-26,Telecom,MTN,Lisa Irwin,23490404614060,Beyond design Republican city significant though else.,In Progress
6381,2023-02-16,Pay TV,Airtel,Jennifer Smith,23490794838933,Particular success amount company long fight.,In Progress
573,2023-01-16,Telecom,MTN,Michael Smith,23490840992345,System director conference question leave edge general.,Resolved
9642,2023-03-04,Telecom,Glo,Christopher Jackson,23481826917707,Down treatment local bring place.,Open
3266,2022-10-19,Telecom,Etisalat,Timothy Williamson,23480670248329,Bit enjoy tend mouth.,Open
6315,2022-01-01,Telecom,Etisalat,Regina Pace,23470727641483,Occur return word teach painting up three.,In Progress
6932,2023-01-21,Pay TV,Glo,Jason Oconnor,23490971154312,Economy raise lay stand person remember note.,Open
5095,2022-02-20,Telecom,Glo,John Brown,23490488279249,Game lawyer toward several.,Resolved
9061,2022-08-07,Telecom,MTN,Joseph Santiago,23480882976604,Nature discover budget call.,Open
3620,2022-07-09,Telecom,Glo,William Allen,2349023831420,Care develop interview analysis guy stock throw hotel.,In Progress
1991,2022-07-04,Pay TV,Glo,John Coleman,23480792288822,Local more our under bill everybody stand by.,Open
5805,2021-11-23,Pay TV,Glo,Tina Dalton,23490297432811,Somebody financial other conference.,In Progress
7027,2022-05-20,Telecom,MTN,Christopher Parrish,23481179385968,Administration story picture not away.,Resolved
2950,2023-04-07,Pay TV,Etisalat,Tracy Martin,23480835773967,Necessary must trip old.,Open
2411,2022-05-01,Telecom,Etisalat,Krista Banks,23481625482072,Reason book under do.,Resolved
467,2023-09-05,Pay TV,MTN,Michael Rogers,23481149753098,Former as they chance happy.,In Progress
3885,2021-09-29,Pay TV,MTN,Danielle Anderson,23470882225870,Order lay black south later subject.,In Progress
3563,2022-01-22,Telecom,Airtel,Dustin Burgess,23470554618254,Over others gun day list.,In Progress
8708,2023-05-14,Telecom,Etisalat,Ashley Myers,23481591608034,Particularly they table message business page make one.,In Progress
5578,2022-10-25,Telecom,MTN,Dr. Duane Phillips DVM,23490334071967,Nation conference myself animal.,Open
3828,2022-07-02,Telecom,MTN,Karen Wall,23480642371680,Thing effort raise part performance the with.,Resolved
3612,2023-08-15,Pay TV,Airtel,Elizabeth Johnson,23481756753812,Type usually culture.,In Progress
8822,2023-07-14,Pay TV,MTN,Chad Hayes,23481288658636,Have back success among tree save walk.,Resolved
2553,2022-12-19,Pay TV,Etisalat,Bryan Monroe,23480967940576,Oil offer material reach.,Resolved
5438,2022-01-01,Pay TV,Airtel,Ralph Walsh,23470557405092,Current dream very discuss call.,Open
1757,2022-01-23,Telecom,MTN,Ronald Daniel,23470183466514,Condition look billion.,In Progress
6674,2022-04-06,Telecom,MTN,Michelle Perez,23470827222746,Real month make return newspaper off.,Open
5833,2021-10-01,Pay TV,MTN,Katelyn Price,23481501629319,Product per when maybe not.,Resolved
1285,2023-03-16,Telecom,Etisalat,Emily Taylor,23480653322650,How still blue family do item.,In Progress
2710,2023-04-06,Pay TV,MTN,Jason Chaney,234812641379,Hour memory throw popular discussion although.,In Progress
9686,2022-08-05,Pay TV,MTN,Alex Peters,23481432534887,Mr kind state usually themselves.,Open
8736,2022-02-10,Pay TV,Airtel,Roger Underwood,23481749752987,Item final else.,Resolved
6939,2023-07-20,Pay TV,Glo,Christopher Salinas,23490228829998,Represent physical apply man card.,Resolved
3567,2023-02-05,Telecom,Airtel,Anna Cook,23470272722383,Customer floor leave record add.,Resolved
413,2023-09-22,Telecom,Etisalat,Amy Johnson,23490886419416,Thing save second including person.,Open
9424,2022-03-02,Pay TV,Etisalat,Theresa Huff,23480823956176,Action brother visit wear nature central.,In Progress
2808,2021-10-30,Pay TV,Glo,Jessica Rivers,23481696497289,Choice someone economic public suggest.,Open
5196,2023-05-22,Telecom,Etisalat,Andrea Rojas,23490600054859,Machine enough manager read.,In Progress
8892,2023-08-26,Pay TV,MTN,Mary West,23470525349503,Education ago success hear production.,Open
2173,2023-02-22,Pay TV,Airtel,Stacy Nicholson,234819551060,Strategy think president mission couple guess.,Resolved
3583,2022-11-12,Pay TV,Glo,Gregory Brock,23490789311824,Choose make heart American cost two exactly.,In Progress
2068,2023-01-05,Pay TV,MTN,Peter Lee,23490876993660,Start can statement network condition.,Open
9888,2022-05-09,Pay TV,Etisalat,Paige Williams,23470896602930,Mind support city as cultural summer dinner.,Open
1235,2023-04-23,Telecom,Glo,Lori Hughes,23480220729758,Around those reality position education.,Open
4002,2022-11-17,Pay TV,MTN,Yvonne Moon,23490508949804,Wind month food dinner against way.,Open
7323,2022-11-01,Telecom,Airtel,Casey Hernandez,23481234645643,Drug guess must church.,In Progress
2002,2023-08-15,Pay TV,MTN,Kelly Smith,23490557458888,Arrive card picture green sea two prepare station.,Open
1754,2023-08-04,Telecom,Glo,Mary Cox,23490709241786,Power store treat face every military lay.,Open
1186,2021-11-09,Telecom,MTN,Lisa Martinez,23470805968269,Great career low treat himself past candidate.,Open
700,2023-05-16,Telecom,MTN,Tina Montgomery,23490962904911,Federal even once direction.,In Progress
3326,2022-12-10,Telecom,Etisalat,Kevin Martinez,2348068511612,Something edge at letter.,In Progress
1977,2023-07-28,Telecom,Glo,Kenneth Becker,234904401973,Less result morning seat culture without.,Resolved
4950,2021-10-03,Telecom,Etisalat,Ashley Moran,23480817802888,Organization finally wonder brother this peace.,Open
2986,2022-07-11,Telecom,Glo,David Arnold,2348116936818,Analysis Congress job ahead grow sense student voice.,In Progress
9773,2021-09-23,Telecom,MTN,Keith Miller,23490352616764,Behind of order day serve someone baby.,Open
7814,2023-03-05,Pay TV,Etisalat,Matthew James,23490851670193,Center side indeed language today.,Resolved
6239,2022-12-03,Pay TV,Etisalat,John Kerr,23470918850023,Among prove network sort.,In Progress
6982,2022-06-03,Pay TV,Etisalat,Ashley Edwards,23470552022378,Share past cup wait garden.,Open
8254,2021-12-19,Telecom,Airtel,Kimberly Cruz,23480531614316,Usually paper page his know.,Open
4099,2023-03-26,Telecom,Airtel,Derek Skinner,23490274587349,Show add dinner through resource tend meeting.,Open
3965,2022-08-27,Telecom,Glo,Lance Clark,23490527364207,Station time debate election need condition grow order.,Open
6825,2023-07-10,Telecom,Etisalat,Christopher Evans,23490117721212,Politics ability thousand into theory measure glass other.,Open
6279,2022-06-15,Telecom,Etisalat,Mackenzie Jones DDS,23490210942657,Southern religious fear long visit production can.,Resolved
6820,2021-10-26,Telecom,Airtel,Yvonne Wallace,23470451075673,Price contain manage light professor suffer authority trouble.,Resolved
5947,2022-09-07,Telecom,Glo,Jimmy Johnson,23480188057322,Would three group set scene capital present.,Resolved
4068,2022-06-26,Pay TV,Airtel,James Hudson,2347088397262,Development put cultural ahead weight.,In Progress
7743,2023-08-18,Telecom,Etisalat,Kevin Torres,23480907370923,Civil try range special read recognize.,In Progress
4381,2023-09-08,Telecom,MTN,Katherine Scott,23481175156236,Cause if because drop to the large.,In Progress
9043,2023-05-22,Pay TV,Etisalat,Mary Riley,2348060345125,Cup imagine film special item force in position.,Open
2558,2023-05-21,Telecom,Glo,Sarah Perez,23481316793943,Toward ground draw.,Open
2668,2022-03-18,Telecom,Etisalat,Nathan Parker,23480512901516,Give never recently degree write continue.,Open
6571,2023-07-17,Telecom,Etisalat,Robert Warren,23481165744818,Reveal receive way feel someone to think bill.,Open
8054,2023-05-14,Telecom,Airtel,Luke Gonzalez,23490132228358,Call everything maintain everything consumer.,In Progress
3563,2023-06-26,Pay TV,Glo,Julie Stewart,2348030395594,Change pattern better gun report break sure.,Open
3236,2022-03-29,Telecom,MTN,Marvin Henry,23470739075691,Wish conference size heavy statement thing.,Resolved
1285,2023-09-05,Telecom,Glo,Andrew Parker,23470987380070,Understand himself medical by score.,Open
6297,2023-05-12,Pay TV,Airtel,Dawn Cole,23480739143078,Decade vote develop focus science buy just.,Open
5202,2023-03-30,Telecom,Glo,David Crawford,23470113431475,Dark magazine enter professional computer notice school.,Resolved
1801,2023-05-14,Pay TV,Glo,Stanley Cooper,23490174695367,Rock recent campaign.,In Progress
4484,2022-09-30,Pay TV,Etisalat,Matthew Oconnor,23490964486566,Smile fill view understand local become yourself.,In Progress
5629,2023-07-10,Telecom,Airtel,John Daniel MD,23480556808053,Item at difficult land good process leave.,In Progress
1265,2022-07-25,Telecom,Glo,Stephanie Mcgee,2348110350898,Shake away among.,Resolved
1629,2023-05-06,Pay TV,Glo,Elizabeth Harris,23480205440618,Everything college source moment tell performance.,In Progress
2967,2022-07-05,Telecom,MTN,Kara Compton,23470326168724,Argue again pressure education several.,Open
4007,2022-09-16,Telecom,Glo,Sergio Wilcox,2349057439289,Floor run past brother.,Resolved
8013,2022-06-14,Telecom,Etisalat,Brianna Osborne,23480764678507,Middle tonight thank baby.,In Progress
4450,2022-10-30,Telecom,Glo,Jonathan Hill,23481565605574,Inside police number meet his successful.,Resolved
9156,2021-10-09,Telecom,Airtel,Kevin Rodriguez,23470616203242,Trial her over theory oil arrive fill.,In Progress
3431,2021-12-30,Pay TV,Glo,Kayla Howe,23480418877620,Onto cup single admit evidence.,Resolved
1927,2022-12-15,Telecom,MTN,Michelle Lee,23480686370608,Old hear water up visit reason.,Open
4739,2023-06-15,Pay TV,MTN,Terry Castro,23480662708720,Home game middle rest audience game.,In Progress
6150,2022-06-12,Telecom,MTN,Arthur Perez,23480612663530,Actually authority health mission.,Open
1712,2022-09-01,Telecom,Glo,Steve Glass,23481996568557,More successful generation magazine surface accept.,Open
5864,2022-11-29,Telecom,Etisalat,Emily Bailey,23490362767170,Out man how player ground war memory change.,In Progress
8232,2022-04-16,Pay TV,Airtel,Patricia Ochoa,23480129176246,Human daughter low lead sign sound short.,Resolved
4730,2023-04-15,Pay TV,Etisalat,Mary Dickerson,23481936560578,But Congress wear think Democrat no.,In Progress
8565,2021-09-26,Telecom,MTN,Todd Williams,23470955352373,Political budget most window part.,Open
7579,2023-06-07,Pay TV,Etisalat,Charles Bond,2348150456963,Alone certain station understand establish development.,In Progress
4659,2022-06-26,Telecom,Airtel,Timothy Bernard,23480817303133,Particular reality rate.,Open
2009,2023-02-01,Pay TV,MTN,William Lee,23480216577685,Appear individual black claim.,In Progress
1689,2022-10-03,Pay TV,MTN,Lindsay Conrad,23470498008554,Research point board life that system station.,In Progress
9528,2023-04-02,Pay TV,Airtel,Troy Gonzalez,23481184832888,Goal tree artist behind building.,Resolved
2606,2022-10-31,Telecom,MTN,Paul Villa,23481438265449,Put think doctor than chance.,Resolved
3728,2021-11-24,Pay TV,MTN,Ryan Cummings,23490249950058,Hard consider low few.,Resolved
536,2023-03-10,Telecom,Airtel,Dalton Watkins,23470499067577,On music deal her fire.,Resolved
3596,2022-10-16,Pay TV,Glo,Patricia Reynolds,23490629522931,Available share company provide.,Resolved
404,2022-12-07,Telecom,Etisalat,Barbara Gaines,2348184728388,Wonder walk item guy field choice specific.,In Progress
6132,2023-05-13,Pay TV,MTN,Cynthia Solomon,23490821856869,Use serious then try human finally reality.,Open
6302,2022-08-26,Pay TV,Glo,Christopher Roberts,23481525588074,Air wide music word.,Resolved
103,2023-06-03,Telecom,Airtel,Jennifer Martinez,2349071275819,Camera mission road kid federal moment.,Resolved
7960,2023-08-11,Telecom,Etisalat,Erika Long,23470132857103,Medical throw which sound company computer building morning.,Open
5980,2021-10-25,Telecom,Etisalat,Derrick Simpson,23480704982663,Describe course half situation performance.,Resolved
4200,2022-08-07,Pay TV,Glo,Wanda Wilson,23490359601074,Memory consider game nice artist type letter.,Open
7148,2023-05-30,Telecom,Airtel,Beth Klein,23481245947013,Doctor key leave matter born yet.,Open
3729,2022-05-04,Pay TV,MTN,Hailey Lopez,23481298652833,Own cell treat rock nothing.,Open
3573,2023-01-12,Telecom,Etisalat,Jenna Jones,23480174945843,Head their measure window left no building.,Resolved
8293,2022-12-12,Telecom,Etisalat,Michelle Rodriguez,23481317159685,Wonder if nation south measure standard fill.,In Progress
7071,2023-03-12,Telecom,Glo,Sarah Marsh,23480834345025,New compare population could.,Open
4918,2023-06-10,Pay TV,Glo,Cole Sharp,23480644305768,Visit operation green hit future.,Open
5536,2023-05-12,Pay TV,Etisalat,Gary Page,23490589690658,Us name ever capital agreement almost couple.,In Progress
6820,2023-06-19,Telecom,MTN,Holly Williams,23470792207099,Increase either however discover sport success.,Open
4894,2022-12-10,Telecom,Etisalat,Brittany Terry,23470309024691,Never cell resource similar man this notice.,In Progress
9461,2022-06-30,Pay TV,MTN,Courtney Summers,23470394012431,Door to state however glass according.,In Progress
2958,2023-07-28,Telecom,MTN,Colleen Davis,23480983162480,Around thought some mother long.,Resolved
1104,2022-03-08,Telecom,Glo,Marissa Leblanc,23470115403847,Various dog paper buy church main support.,In Progress
1687,2022-08-10,Pay TV,Glo,Denise Reynolds,23481517383525,Court piece big true relate.,In Progress
7701,2022-06-02,Telecom,MTN,Alexander Horton,23490222897974,True whatever experience dark set left.,Resolved
4311,2022-03-15,Pay TV,Airtel,Shawn Miller,23481193776972,Human floor law this social.,Resolved
269,2023-08-08,Telecom,Etisalat,Veronica Hammond,23490583164599,Season power participant already.,Resolved
3313,2022-09-11,Telecom,Etisalat,Carl Cruz,23480826001943,Would quickly street because former.,Open
7668,2022-12-02,Telecom,Etisalat,William Proctor,23490901628166,Sure always heart fast say off produce.,Open
1854,2022-07-01,Pay TV,Etisalat,Ernest Jones,23481541796773,On expert night state a.,Resolved
5746,2022-04-29,Telecom,Airtel,David Ross,23490119804465,Century member size by allow.,Open
9009,2022-10-02,Pay TV,Airtel,April Johnson,23490412640571,Environmental agent whether writer interesting factor method.,Resolved
1038,2022-08-18,Pay TV,MTN,Rachel Jefferson,23470700959282,Hundred form billion feel.,Resolved
